line_number,speaker,text,label,file_name
264,CLINTON,"You know, Senator Sanders has said he wants to run a positive campaign.",0,20160209_msnbc_dem.tsv
265,CLINTON,"I've tried to keep my disagreements over issues, as it should be.",0,20160209_msnbc_dem.tsv
266,CLINTON,"But time and time again, by innuendo, by insinuation, there is this attack that he is putting forth, which really comes down to -- you know, anybody who ever took donations or speaking fees from any interest group has to be bought.",0,20160209_msnbc_dem.tsv
267,CLINTON,"And I just absolutely reject that, Senator.",0,20160209_msnbc_dem.tsv
268,CLINTON,And I really don't think these kinds of attacks by insinuation are worthy of you.,0,20160209_msnbc_dem.tsv
269,CLINTON,And enough is enough.,0,20160209_msnbc_dem.tsv
270,CLINTON,"If you've got something to say, say it directly.",0,20160209_msnbc_dem.tsv
271,CLINTON,But you will not find that I ever changed a view or a vote because of any donation that I ever received.,0,20160209_msnbc_dem.tsv
272,SANDERS,What...,0,20160209_msnbc_dem.tsv
273,SYSTEM,(APPLAUSE),0,20160209_msnbc_dem.tsv
274,CLINTON,"And I have stood up and I have represented my constituents to the best of my abilities, and I'm very proud of that.",0,20160209_msnbc_dem.tsv
275,SANDERS,... you know...,0,20160209_msnbc_dem.tsv
276,CLINTON,So I think it's time to end the very artful smear that you and your campaign have been carrying out...,0,20160209_msnbc_dem.tsv
277,SANDERS,(inaudible).,0,20160209_msnbc_dem.tsv
278,SYSTEM,(APPLAUSE),0,20160209_msnbc_dem.tsv
279,CLINTON,"... in recent weeks, and let's talk...",0,20160209_msnbc_dem.tsv
280,SYSTEM,(BOOING),0,20160209_msnbc_dem.tsv
281,CLINTON,... let's talk about about the issues.,0,20160209_msnbc_dem.tsv
282,CLINTON,Let's talk about the issues that divide us.,0,20160209_msnbc_dem.tsv
283,SANDERS,"Let's talk about -- OK, let's talk...",0,20160209_msnbc_dem.tsv
284,CLINTON,And let's -- let's...,0,20160209_msnbc_dem.tsv
285,SANDERS,... let us talk about issues.,0,20160209_msnbc_dem.tsv
286,CLINTON,... we both agree with campaign finance reform.,0,20160209_msnbc_dem.tsv
287,SANDERS,Let's talk about issues.,0,20160209_msnbc_dem.tsv
288,CLINTON,I -- I worked hard for McCain-Feingold.,0,20160209_msnbc_dem.tsv
289,SANDERS,Let's...,0,20160209_msnbc_dem.tsv
290,CLINTON,I want to reverse Citizens United.,0,20160209_msnbc_dem.tsv
291,SANDERS,... let's -- let's -- let's talk about issues.,0,20160209_msnbc_dem.tsv
292,CLINTON,And so -- let's talk about issues.,0,20160209_msnbc_dem.tsv
293,SANDERS,"Let's talk -- let's talk about issues, all right?",0,20160209_msnbc_dem.tsv
294,SANDERS,"Let's talk about why, in the 1990s, Wall Street got deregulated.",0,20160209_msnbc_dem.tsv
295,SANDERS,Did it have anything to do with the fact that Wall Street provided -- spent billions of dollars on lobbying and campaign contributions?,0,20160209_msnbc_dem.tsv
296,SANDERS,"Well, some people might think, yeah, that had some influence.",0,20160209_msnbc_dem.tsv
297,SYSTEM,(LAUGHTER),0,20160209_msnbc_dem.tsv
298,SANDERS,"Let's ask why it is that we pay, by far, the highest prices in the world for prescription drugs, and your medicine can be doubled tomorrow, and there's nothing that the government can do to stop it.",0,20160209_msnbc_dem.tsv
299,SANDERS,You think it has anything to do with the huge amounts of campaign contributions and lobbying from the fossil fuel industry?,0,20160209_msnbc_dem.tsv
300,SANDERS,Let's talk about climate change.,0,20160209_msnbc_dem.tsv
301,SANDERS,"Do you think there's a reason why not one Republican has the guts to recognize that climate change is real, and that we need to transform our energy system?",1,20160209_msnbc_dem.tsv
302,SANDERS,Do you think it has anything to do with the Koch brothers and ExxonMobil pouring huge amounts of money into the political system?,0,20160209_msnbc_dem.tsv
303,SANDERS,That is what goes on in America.,0,20160209_msnbc_dem.tsv
304,SANDERS,I am not -- I like...,0,20160209_msnbc_dem.tsv
305,SYSTEM,(APPLAUSE),0,20160209_msnbc_dem.tsv
306,SANDERS,... there is a reason.,0,20160209_msnbc_dem.tsv
307,SANDERS,"You know, there is a reason why these people are putting huge amounts of money into our political system.",0,20160209_msnbc_dem.tsv
308,SANDERS,"And in my view, it is undermining American democracy and it is allowing Congress to represent wealthy campaign contributors and not the working families of this country.",0,20160209_msnbc_dem.tsv
309,CLINTON,"Well, you know, Senator, I don't think -- I don't...",0,20160209_msnbc_dem.tsv
310,SYSTEM,(CROSSTALK),0,20160209_msnbc_dem.tsv
311,SYSTEM,(APPLAUSE),0,20160209_msnbc_dem.tsv
312,TODD,"... Secretary, we're gonna...",0,20160209_msnbc_dem.tsv
313,CLINTON,"I don't think you could find any person in political life today who has been subjected to more attacks and had more money spent against her by special interests, among whom you have named a few, than I.",0,20160209_msnbc_dem.tsv
314,CLINTON,And I'm proud of that.,0,20160209_msnbc_dem.tsv
315,CLINTON,"You know, when I took on the drug companies and the insurance companies for universal health care coverage, they went after me with a vengeance.",0,20160209_msnbc_dem.tsv
316,CLINTON,"Today, you've got hedge fund billionaires aligned with Karl Rove, running ads against me to try to get Democrats to vote for you.",0,20160209_msnbc_dem.tsv
317,CLINTON,I know this game.,0,20160209_msnbc_dem.tsv
318,CLINTON,I'm going to stop this game.,0,20160209_msnbc_dem.tsv
319,CLINTON,"But while we're talking about votes, you're the one who voted to deregulate swaps and derivatives in 2000, which contributed to the over-leveraging of Lehman Brothers, which was one of the culprits that brought down the economy.",0,20160209_msnbc_dem.tsv
320,CLINTON,So I don't know -- I'm not impugning your motive because you voted to deregulate swaps and derivatives.,0,20160209_msnbc_dem.tsv
321,CLINTON,People make mistakes and I'm certainly not saying you did it for any kind of financial advantage.,0,20160209_msnbc_dem.tsv
322,CLINTON,What we've got to do as Democrats -- what we've got to do as Democrats is to be united to actually solve these problems.,0,20160209_msnbc_dem.tsv
323,CLINTON,And what I believe is that I have a better track record and a better opportunity to actually get that job done.,0,20160209_msnbc_dem.tsv
324,CLINTON,That's what this election should be about.,0,20160209_msnbc_dem.tsv
325,SYSTEM,(APPLAUSE),0,20160209_msnbc_dem.tsv
326,TODD,Thirty seconds.,0,20160209_msnbc_dem.tsv
327,SYSTEM,(CROSSTALK),0,20160209_msnbc_dem.tsv
328,SYSTEM,(APPLAUSE),0,20160209_msnbc_dem.tsv
329,SANDERS,"I think as Secretary Clinton knows, there is nobody who fought harder.",0,20160209_msnbc_dem.tsv
330,SANDERS,I was on the House Financial Committee at that time.,0,20160209_msnbc_dem.tsv
331,SANDERS,"I heard the arguments coming from Democrats and Republicans -- Robert Rubin, Alan Greenspan -- about great an idea it would be if we did away with Glass-Steagall and if we allowed investor banks and commercial banks and big insurance companies to merge.",0,20160209_msnbc_dem.tsv
332,SANDERS,Go to YouTube today.,0,20160209_msnbc_dem.tsv
333,SANDERS,Look up Greenspan-Sanders.,0,20160209_msnbc_dem.tsv
334,SANDERS,Listen to what I told them then.,0,20160209_msnbc_dem.tsv
335,SANDERS,I helped lead the effort against deregulation.,0,20160209_msnbc_dem.tsv
336,SANDERS,"Unfortunately, we lost that.",0,20160209_msnbc_dem.tsv
337,SANDERS,The result is -- was the worst financial disaster since the Great Depression.,0,20160209_msnbc_dem.tsv
338,TODD,Thank you both.,0,20160209_msnbc_dem.tsv
339,MADDOW,"Senator Sanders, Secretary Clinton, obviously we've touched a nerve.",0,20160209_msnbc_dem.tsv
340,MADDOW,"We're going to be back with more on this subject, and much more, right after this.",0,20160209_msnbc_dem.tsv
341,MADDOW,Stay with us.,0,20160209_msnbc_dem.tsv
342,SYSTEM,(APPLAUSE),0,20160209_msnbc_dem.tsv
343,SYSTEM,(COMMERCIAL BREAK),0,20160209_msnbc_dem.tsv
344,SYSTEM,(APPLAUSE),0,20160209_msnbc_dem.tsv
345,TODD,"All right, welcome back.",0,20160209_msnbc_dem.tsv
346,TODD,Let's get right to it.,0,20160209_msnbc_dem.tsv
347,TODD,"Senator Sanders, you were talking about all of your campaign contributions and campaign finance reform.",0,20160209_msnbc_dem.tsv
348,TODD,You rail against big money in politics.,0,20160209_msnbc_dem.tsv
349,TODD,"But do you realize there is one public financing system that we do have in place, and it is -- it is in place to run for president.",0,20160209_msnbc_dem.tsv
350,TODD,Why aren't you walking the walk on that?,0,20160209_msnbc_dem.tsv
351,TODD,Why aren't you participating in the presidential public financing system which is designed to essentially keep big money out of presidential politics?,0,20160209_msnbc_dem.tsv
352,SANDERS,"Chuck, actually we looked at it, but it turns out to be a disaster.",0,20160209_msnbc_dem.tsv
353,SANDERS,"The way it is structured right now, if you make it all the way to California, you could do pretty well.",0,20160209_msnbc_dem.tsv
354,SANDERS,"But in terms of the early states -- Iowa, New Hampshire, the other states -- it just doesn't work.",0,20160209_msnbc_dem.tsv
355,SANDERS,Your point is well taken.,0,20160209_msnbc_dem.tsv
356,SANDERS,"I believe in public funding of elections, absolutely.",0,20160209_msnbc_dem.tsv
357,SANDERS,But this system is -- I don't know if the secretary would agree -- is currently very antiquated and no longer applies to modern day politics.,0,20160209_msnbc_dem.tsv
358,TODD,"Well, going on that then, why criticize her on Super PACs, and you got -- and all this when it is -- you know, that's the system?",0,20160209_msnbc_dem.tsv
359,TODD,"I mean, you could be participating in a publicly-financing -- public financing system...",0,20160209_msnbc_dem.tsv
360,SANDERS,But if the...,0,20160209_msnbc_dem.tsv
361,TODD,... and being able to set -- being able to set an example.,0,20160209_msnbc_dem.tsv
362,SANDERS,"-- but Chuck, it is a public financing system that everybody knows is antiquated.",0,20160209_msnbc_dem.tsv
363,SANDERS,It no longer works.,0,20160209_msnbc_dem.tsv
364,SANDERS,Nobody can become president based on that system.,0,20160209_msnbc_dem.tsv
365,SANDERS,So what's the alternative?,0,20160209_msnbc_dem.tsv
366,SANDERS,There are two alternatives.,0,20160209_msnbc_dem.tsv
367,SANDERS,"And, you know, we looked at it.",0,20160209_msnbc_dem.tsv
368,SANDERS,"Well, should we do a Super PAC, but I concluded, honestly, I don't represent Corporate America or billionaires, I didn't want it.",0,20160209_msnbc_dem.tsv
369,SANDERS,So the other alternative was to ask working families and the middle class to help out in a transformational campaign.,0,20160209_msnbc_dem.tsv
370,SANDERS,And you know what?,0,20160209_msnbc_dem.tsv
371,SANDERS,"We got 3.5 million individual contributions, $27 a piece.",0,20160209_msnbc_dem.tsv
372,SANDERS,I think that's pretty good.,0,20160209_msnbc_dem.tsv
373,SYSTEM,(APPLAUSE),0,20160209_msnbc_dem.tsv
374,MADDOW,"Secretary Clinton, on the issue of Wall Street...",0,20160209_msnbc_dem.tsv
375,CLINTON,On the issue of Wall Street.,0,20160209_msnbc_dem.tsv
376,MADDOW,"... on the issue of Wall Street, when our reporters go out and talk to people on the ground in the early states, what they tell us over and over again when they find voters who are leaning toward Senator Sanders rather than yourself is that the most frequent area of concern that they hear from those voters is the issue of Wall Street and whether or not you are too close to Wall Street.",0,20160209_msnbc_dem.tsv
377,MADDOW,"Last night, when you were asked about speaking fees and the amount of speaking fees you got from Goldman Sachs speeches, you said that's what they offered.",0,20160209_msnbc_dem.tsv
378,MADDOW,Have you been too dismissive of voters' concerns about this issue in your own campaign and your own career?,0,20160209_msnbc_dem.tsv
379,CLINTON,"Well you know, Rachel, I think I may not have done the job I should in explaining my record.",0,20160209_msnbc_dem.tsv
380,CLINTON,"You know, I did -- when I left the secretary of State's office, like so many former officials, military leaders, journalists, others, I did go on the speaking circuit.",0,20160209_msnbc_dem.tsv
381,CLINTON,"I spoke to heart doctors, I spoke to the American Camping Association, I spoke to auto dealers, and yes, I spoke to firms on Wall Street.",0,20160209_msnbc_dem.tsv
382,CLINTON,"They wanted me to talk about the world, what my experience had been as secretary of State.",0,20160209_msnbc_dem.tsv
383,CLINTON,But what I want people to know is I went to Wall Street before the crash.,0,20160209_msnbc_dem.tsv
384,CLINTON,I was the one saying you're going to wreck the economy because of these shenanigans with mortgages.,0,20160209_msnbc_dem.tsv
385,CLINTON,I called to end the carried interest loophole that hedge fund managers enjoy.,0,20160209_msnbc_dem.tsv
386,CLINTON,I proposed changes in CEO compensation.,0,20160209_msnbc_dem.tsv
387,CLINTON,I called for a consumer protection financial bureau before it was created.,0,20160209_msnbc_dem.tsv
388,CLINTON,And I think the best evidence that the Wall Street people at least know where I stand and where I have always stood is because they are trying to beat me in this primary.,0,20160209_msnbc_dem.tsv
